data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-03-20T05:01:20,16-19,5153,2598,7751,2.22,1.12,2021-03-20T13:56:02
2021-03-20T05:01:20,20-29,344234,216521,560755,55.91,35.17,2021-03-20T13:56:02
2021-03-20T05:01:20,30-39,519798,292758,812556,74.76,42.11,2021-03-20T13:56:02
2021-03-20T05:01:20,40-49,731320,359631,1090951,80.9,39.78,2021-03-20T13:56:02
2021-03-20T05:01:20,50-59,934742,469819,1404561,98.38,49.45,2021-03-20T13:56:02
2021-03-20T05:01:20,60-69,542969,301967,844936,73.13,40.67,2021-03-20T13:56:02
2021-03-20T05:01:20,70-79,180553,88286,268839,30.06,14.7,2021-03-20T13:56:02
2021-03-20T05:01:20,80-89,1501091,489372,1990463,411.54,134.17,2021-03-20T13:56:02
2021-03-20T05:01:20,90+,392157,159066,551223,493.54,200.19,2021-03-20T13:56:02
2021-03-20T05:01:20,16+,5152017,2380018,7532035,99.37,45.9,2021-03-20T13:56:02
