data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-02-05T07:30:40,16-19,1401,745,2146,0.6,0.32,2021-02-05T09:00:02
2021-02-05T07:30:40,20-29,141287,95965,237252,22.95,15.59,2021-02-05T09:00:02
2021-02-05T07:30:40,30-39,210795,155025,365820,30.32,22.3,2021-02-05T09:00:02
2021-02-05T07:30:40,40-49,263933,192743,456676,29.2,21.32,2021-02-05T09:00:02
2021-02-05T07:30:40,50-59,353693,262311,616004,37.23,27.61,2021-02-05T09:00:02
2021-02-05T07:30:40,60-69,218502,163083,381585,29.43,21.96,2021-02-05T09:00:02
2021-02-05T07:30:40,70-79,52334,28283,80617,8.71,4.71,2021-02-05T09:00:02
2021-02-05T07:30:40,80-89,77557,31461,109018,21.26,8.63,2021-02-05T09:00:02
2021-02-05T07:30:40,90+,60106,26773,86879,75.65,33.69,2021-02-05T09:00:02
2021-02-05T07:30:40,16+,1379608,956389,2335997,26.61,18.45,2021-02-05T09:00:02
