data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-05-13T04:12:36,16-19,46157,16060,62217,19.88,6.92,2021-05-13T09:26:02
2021-05-13T04:12:36,20-29,673067,341541,1014608,109.31,55.47,2021-05-13T09:26:02
2021-05-13T04:12:36,30-39,941801,466407,1408208,135.46,67.08,2021-05-13T09:26:02
2021-05-13T04:12:36,40-49,1411240,640017,2051257,156.11,70.8,2021-05-13T09:26:02
2021-05-13T04:12:36,50-59,2341661,888250,3229911,246.46,93.49,2021-05-13T09:26:02
2021-05-13T04:12:36,60-69,3847673,837685,4685358,518.19,112.82,2021-05-13T09:26:02
2021-05-13T04:12:36,70-79,4463663,1070358,5534021,743.1,178.19,2021-05-13T09:26:02
2021-05-13T04:12:36,80-89,3251086,2827605,6078691,891.32,775.22,2021-05-13T09:26:02
2021-05-13T04:12:36,90+,737834,602750,1340584,928.59,758.58,2021-05-13T09:26:02
2021-05-13T04:12:36,16+,17714182,7690673,25404855,341.66,148.33,2021-05-13T09:26:02
