data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-02-07T14:01:14,16-19,1506,1043,2549,0.65,0.45,2021-02-07T20:02:01
2021-02-07T14:01:14,20-29,146594,117076,263670,23.81,19.01,2021-02-07T20:02:01
2021-02-07T14:01:14,30-39,217260,179128,396388,31.25,25.76,2021-02-07T20:02:01
2021-02-07T14:01:14,40-49,271671,223047,494718,30.05,24.67,2021-02-07T20:02:01
2021-02-07T14:01:14,50-59,363087,301924,665011,38.21,31.78,2021-02-07T20:02:01
2021-02-07T14:01:14,60-69,225190,188525,413715,30.33,25.39,2021-02-07T20:02:01
2021-02-07T14:01:14,70-79,54689,36542,91231,9.1,6.08,2021-02-07T20:02:01
2021-02-07T14:01:14,80-89,80893,41992,122885,22.18,11.51,2021-02-07T20:02:01
2021-02-07T14:01:14,90+,62188,34558,96746,78.27,43.49,2021-02-07T20:02:01
2021-02-07T14:01:14,16+,1423078,1123835,2546913,27.45,21.68,2021-02-07T20:02:01
