data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-05-17T19:12:37,16-19,56810,19597,76407,24.46,8.44,2021-05-18T06:20:01
2021-05-17T19:12:37,20-29,732807,370466,1103273,119.02,60.17,2021-05-18T06:20:01
2021-05-17T19:12:37,30-39,1007412,513438,1520850,144.89,73.85,2021-05-18T06:20:01
2021-05-17T19:12:37,40-49,1545977,729695,2275672,171.02,80.72,2021-05-18T06:20:01
2021-05-17T19:12:37,50-59,2869248,1018278,3887526,301.99,107.17,2021-05-18T06:20:01
2021-05-17T19:12:37,60-69,4436163,1027118,5463281,597.45,138.33,2021-05-18T06:20:01
2021-05-17T19:12:37,70-79,4657547,1361795,6019342,775.38,226.71,2021-05-18T06:20:01
2021-05-17T19:12:37,80-89,3280978,2915176,6196154,899.52,799.23,2021-05-18T06:20:01
2021-05-17T19:12:37,90+,747647,629101,1376748,940.94,791.75,2021-05-18T06:20:01
2021-05-17T19:12:37,16+,19334589,8584664,27919253,372.92,165.58,2021-05-18T06:20:01
