data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-03-11T05:01:21,16-19,3950,2064,6014,1.7,0.89,2021-03-11T07:28:02
2021-03-11T05:01:21,20-29,305206,188106,493312,49.57,30.55,2021-03-11T07:28:02
2021-03-11T05:01:21,30-39,457832,262520,720352,65.85,37.76,2021-03-11T07:28:02
2021-03-11T05:01:21,40-49,636994,323425,960419,70.47,35.78,2021-03-11T07:28:02
2021-03-11T05:01:21,50-59,807896,425360,1233256,85.03,44.77,2021-03-11T07:28:02
2021-03-11T05:01:21,60-69,454657,270520,725177,61.23,36.43,2021-03-11T07:28:02
2021-03-11T05:01:21,70-79,122352,72689,195041,20.37,12.1,2021-03-11T07:28:02
2021-03-11T05:01:21,80-89,1102897,177427,1280324,302.37,48.64,2021-03-11T07:28:02
2021-03-11T05:01:21,90+,309706,81582,391288,389.78,102.67,2021-03-11T07:28:02
2021-03-11T05:01:21,16+,4201490,1803693,6005183,81.04,34.79,2021-03-11T07:28:02
